location,sublocation,station,date,depth_m,parameter,units,parmUnit,result
Conestogo Lake,LA,cleif,2018-10-04,0.5,SRP,ug/L,SRP_ug.L,5.501358
Conestogo Lake,LA,clc,2017-06-21,2,TP,ug/L,TP_ug.L,14.99
Conestogo Lake,LA,clc,2017-06-21,7,TP,ug/L,TP_ug.L,12.75
Conestogo Lake,LA,clc,2017-06-21,16,TP,ug/L,TP_ug.L,43.89
Conestogo Lake,LA,clc,2017-07-05,2,TP,ug/L,TP_ug.L,103.48
Conestogo Lake,LA,clc,2017-07-05,7,TP,ug/L,TP_ug.L,116.31
Conestogo Lake,LA,clc,2017-07-05,16,TP,ug/L,TP_ug.L,118.78
Conestogo Lake,LA,cle,2017-07-05,2,TP,ug/L,TP_ug.L,68.65
Conestogo Lake,LA,cle,2017-07-05,8,TP,ug/L,TP_ug.L,83.72
Conestogo Lake,LA,cle,2017-07-11,2,TP,ug/L,TP_ug.L,39.19
Conestogo Lake,LA,cle,2017-07-11,8,TP,ug/L,TP_ug.L,98.62
Conestogo Lake,LA,clw,2017-07-11,2,TP,ug/L,TP_ug.L,39.55
Conestogo Lake,LA,clw,2017-07-11,7,TP,ug/L,TP_ug.L,62.97
Conestogo Lake,LA,clw,2017-07-11,10,TP,ug/L,TP_ug.L,91.81
Conestogo Lake,LA,clc,2017-07-14,2,TP,ug/L,TP_ug.L,51.4
Conestogo Lake,LA,clc,2017-07-14,7,TP,ug/L,TP_ug.L,53.14
Conestogo Lake,LA,clc,2017-07-14,16,TP,ug/L,TP_ug.L,98.65
Conestogo Lake,LA,clc,2017-07-18,2,TP,ug/L,TP_ug.L,30.17
Conestogo Lake,LA,clc,2017-07-18,7,TP,ug/L,TP_ug.L,63.2
Conestogo Lake,LA,clc,2017-07-18,16,TP,ug/L,TP_ug.L,105.03
Conestogo Lake,LA,cle,2017-07-19,2,TP,ug/L,TP_ug.L,55.66
Conestogo Lake,LA,cle,2017-07-19,8,TP,ug/L,TP_ug.L,94.61
Conestogo Lake,LA,clw,2017-07-19,2,TP,ug/L,TP_ug.L,40.03
Conestogo Lake,LA,clw,2017-07-19,7,TP,ug/L,TP_ug.L,65.02
Conestogo Lake,LA,clw,2017-07-19,10,TP,ug/L,TP_ug.L,93.28
Conestogo Lake,LA,clc,2017-07-25,2,TP,ug/L,TP_ug.L,29.34
Conestogo Lake,LA,clc,2017-07-25,7,TP,ug/L,TP_ug.L,23.62
Conestogo Lake,LA,clc,2017-07-25,16,TP,ug/L,TP_ug.L,108.47
Conestogo Lake,LA,cle,2017-07-25,2,TP,ug/L,TP_ug.L,35.2
Conestogo Lake,LA,cle,2017-07-25,8,TP,ug/L,TP_ug.L,103.92
Conestogo Lake,LA,clw,2017-07-25,2,TP,ug/L,TP_ug.L,38.37
Conestogo Lake,LA,clw,2017-07-25,7,TP,ug/L,TP_ug.L,39.87
Conestogo Lake,LA,clw,2017-07-25,10,TP,ug/L,TP_ug.L,74.47
Conestogo Lake,LA,cle,2017-07-31,2,TP,ug/L,TP_ug.L,49.44
Conestogo Lake,LA,cle,2017-07-31,7,TP,ug/L,TP_ug.L,85.96
Conestogo Lake,LA,clw,2017-07-31,2,TP,ug/L,TP_ug.L,36.44
Conestogo Lake,LA,clw,2017-07-31,7,TP,ug/L,TP_ug.L,29.55
Conestogo Lake,LA,clw,2017-07-31,9,TP,ug/L,TP_ug.L,91.59
Conestogo Lake,LA,clc,2017-08-01,2,TP,ug/L,TP_ug.L,33.03
Conestogo Lake,LA,clc,2017-08-01,7,TP,ug/L,TP_ug.L,21.82
Conestogo Lake,LA,clc,2017-08-01,15,TP,ug/L,TP_ug.L,81.47
Conestogo Lake,LA,clc,2017-08-10,2,TP,ug/L,TP_ug.L,29.7
Conestogo Lake,LA,clc,2017-08-10,7,TP,ug/L,TP_ug.L,22.14
Conestogo Lake,LA,clc,2017-08-10,15,TP,ug/L,TP_ug.L,52.75
Conestogo Lake,LA,cle,2017-08-10,2,TP,ug/L,TP_ug.L,46.09
Conestogo Lake,LA,cle,2017-08-10,6.5,TP,ug/L,TP_ug.L,70.3
Conestogo Lake,LA,clw,2017-08-10,2,TP,ug/L,TP_ug.L,34.69
Conestogo Lake,LA,clw,2017-08-10,7,TP,ug/L,TP_ug.L,34.08
Conestogo Lake,LA,clw,2017-08-10,9,TP,ug/L,TP_ug.L,85.01
Conestogo Lake,LA,clc,2017-08-17,2,TP,ug/L,TP_ug.L,26.57
Conestogo Lake,LA,clc,2017-08-17,7,TP,ug/L,TP_ug.L,22.23
Conestogo Lake,LA,clc,2017-08-17,15,TP,ug/L,TP_ug.L,39.71
Conestogo Lake,LA,cle,2017-08-17,2,TP,ug/L,TP_ug.L,52.52
Conestogo Lake,LA,cle,2017-08-17,6.5,TP,ug/L,TP_ug.L,79.61
Conestogo Lake,LA,clw,2017-08-17,2,TP,ug/L,TP_ug.L,47.04
Conestogo Lake,LA,clw,2017-08-17,7,TP,ug/L,TP_ug.L,39.67
Conestogo Lake,LA,clw,2017-08-17,8.5,TP,ug/L,TP_ug.L,87.89
Conestogo Lake,LA,clc,2018-05-11,2,TP,ug/L,TP_ug.L,67.87
Conestogo Lake,LA,clc,2018-05-11,7,TP,ug/L,TP_ug.L,63.54
Conestogo Lake,LA,clc,2018-05-11,18,TP,ug/L,TP_ug.L,63.37
Conestogo Lake,LA,cleif,2018-05-11,0.5,TP,ug/L,TP_ug.L,58.49
Conestogo Lake,LA,cle,2018-05-17,2,TP,ug/L,TP_ug.L,46.99
Conestogo Lake,LA,cle,2018-05-17,7,TP,ug/L,TP_ug.L,37.76
Conestogo Lake,LA,cle,2018-05-17,10,TP,ug/L,TP_ug.L,48.19
Conestogo Lake,LA,cleif,2018-05-17,0.5,TP,ug/L,TP_ug.L,39.73
Conestogo Lake,LA,clw,2018-05-17,2,TP,ug/L,TP_ug.L,115.94
Conestogo Lake,LA,clw,2018-05-17,7,TP,ug/L,TP_ug.L,33.7
Conestogo Lake,LA,clw,2018-05-17,11.8,TP,ug/L,TP_ug.L,34.88
Conestogo Lake,LA,clc,2018-05-23,2,TP,ug/L,TP_ug.L,75.35
Conestogo Lake,LA,clc,2018-05-23,7,TP,ug/L,TP_ug.L,52.05
Conestogo Lake,LA,clc,2018-05-23,18,TP,ug/L,TP_ug.L,51.13
Conestogo Lake,LA,cle,2018-05-23,2,TP,ug/L,TP_ug.L,57.47
Conestogo Lake,LA,cle,2018-05-23,7,TP,ug/L,TP_ug.L,46
Conestogo Lake,LA,cle,2018-05-23,10,TP,ug/L,TP_ug.L,43.91
Conestogo Lake,LA,cleif,2018-05-23,0.5,TP,ug/L,TP_ug.L,25.49
Conestogo Lake,LA,clw,2018-05-23,2,TP,ug/L,TP_ug.L,47.92
Conestogo Lake,LA,clw,2018-05-23,7,TP,ug/L,TP_ug.L,29.71
Conestogo Lake,LA,clw,2018-05-23,12,TP,ug/L,TP_ug.L,18.99
Conestogo Lake,LA,clc,2018-05-28,2,TP,ug/L,TP_ug.L,84.49
Conestogo Lake,LA,clc,2018-05-28,7,TP,ug/L,TP_ug.L,29.69
Conestogo Lake,LA,clc,2018-05-28,18,TP,ug/L,TP_ug.L,25.84
Conestogo Lake,LA,cle,2018-05-28,2,TP,ug/L,TP_ug.L,19.54
Conestogo Lake,LA,cle,2018-05-28,7,TP,ug/L,TP_ug.L,82.23
Conestogo Lake,LA,cle,2018-05-28,10,TP,ug/L,TP_ug.L,19.48
Conestogo Lake,LA,cleif,2018-05-28,0.5,TP,ug/L,TP_ug.L,32.12
Conestogo Lake,LA,clw,2018-05-28,2,TP,ug/L,TP_ug.L,17.57
Conestogo Lake,LA,clw,2018-05-28,7,TP,ug/L,TP_ug.L,24.58
Conestogo Lake,LA,clw,2018-05-28,11.8,TP,ug/L,TP_ug.L,36.2
Conestogo Lake,LA,clc,2018-06-04,2,TP,ug/L,TP_ug.L,18.68
Conestogo Lake,LA,clc,2018-06-04,7,TP,ug/L,TP_ug.L,36.35
Conestogo Lake,LA,clc,2018-06-04,17.8,TP,ug/L,TP_ug.L,58.86
Conestogo Lake,LA,cle,2018-06-04,2,TP,ug/L,TP_ug.L,26.42
Conestogo Lake,LA,cle,2018-06-04,7,TP,ug/L,TP_ug.L,114.52
Conestogo Lake,LA,cle,2018-06-04,9,TP,ug/L,TP_ug.L,64.5
Conestogo Lake,LA,cleif,2018-06-04,0.5,TP,ug/L,TP_ug.L,254.1
Conestogo Lake,LA,clw,2018-06-04,2,TP,ug/L,TP_ug.L,25.76
Conestogo Lake,LA,clw,2018-06-04,7,TP,ug/L,TP_ug.L,42.98
Conestogo Lake,LA,clw,2018-06-04,11,TP,ug/L,TP_ug.L,50.44
Conestogo Lake,LA,clc,2018-06-11,2,TP,ug/L,TP_ug.L,15.29
Conestogo Lake,LA,clc,2018-06-11,7,TP,ug/L,TP_ug.L,30.63
Conestogo Lake,LA,clc,2018-06-11,17.8,TP,ug/L,TP_ug.L,37.65
Conestogo Lake,LA,cle,2018-06-11,2,TP,ug/L,TP_ug.L,21.9
Conestogo Lake,LA,cle,2018-06-11,7,TP,ug/L,TP_ug.L,52.41
Conestogo Lake,LA,cle,2018-06-11,9.2,TP,ug/L,TP_ug.L,68.35
Conestogo Lake,LA,cleif,2018-06-11,0.5,TP,ug/L,TP_ug.L,33.97
Conestogo Lake,LA,clw,2018-06-11,2,TP,ug/L,TP_ug.L,23.13
Conestogo Lake,LA,clw,2018-06-11,7,TP,ug/L,TP_ug.L,20.65
Conestogo Lake,LA,clw,2018-06-11,11.3,TP,ug/L,TP_ug.L,69.03
Conestogo Lake,LA,clc,2018-06-19,2,TP,ug/L,TP_ug.L,23.97
Conestogo Lake,LA,clc,2018-06-19,7,TP,ug/L,TP_ug.L,46.89
Conestogo Lake,LA,clc,2018-06-19,17,TP,ug/L,TP_ug.L,57.58
Conestogo Lake,LA,cle,2018-06-19,2,TP,ug/L,TP_ug.L,24.84
Conestogo Lake,LA,cle,2018-06-19,7,TP,ug/L,TP_ug.L,36.34
Conestogo Lake,LA,cle,2018-06-19,9.1,TP,ug/L,TP_ug.L,65.91
Conestogo Lake,LA,cleif,2018-06-19,0.5,TP,ug/L,TP_ug.L,73.09
Conestogo Lake,LA,clw,2018-06-19,2,TP,ug/L,TP_ug.L,29.46
Conestogo Lake,LA,clw,2018-06-19,7,TP,ug/L,TP_ug.L,22.35
Conestogo Lake,LA,clw,2018-06-19,10.8,TP,ug/L,TP_ug.L,74.16
Conestogo Lake,LA,clc,2018-06-21,2,TP,ug/L,TP_ug.L,41.42
Conestogo Lake,LA,clc,2018-06-21,7,TP,ug/L,TP_ug.L,26.44
Conestogo Lake,LA,clc,2018-06-21,17.3,TP,ug/L,TP_ug.L,59.98
Conestogo Lake,LA,cle,2018-06-21,2,TP,ug/L,TP_ug.L,20.4
Conestogo Lake,LA,cle,2018-06-21,7,TP,ug/L,TP_ug.L,43.47
Conestogo Lake,LA,cle,2018-06-21,8.9,TP,ug/L,TP_ug.L,84.86
Conestogo Lake,LA,cleif,2018-06-21,0.5,TP,ug/L,TP_ug.L,94.96
Conestogo Lake,LA,clw,2018-06-21,2,TP,ug/L,TP_ug.L,19.29
Conestogo Lake,LA,clw,2018-06-21,7,TP,ug/L,TP_ug.L,44.95
Conestogo Lake,LA,clw,2018-06-21,10.7,TP,ug/L,TP_ug.L,81.84
Conestogo Lake,LA,clc,2018-06-25,2,TP,ug/L,TP_ug.L,114.14
Conestogo Lake,LA,clc,2018-06-25,7,TP,ug/L,TP_ug.L,20.69
Conestogo Lake,LA,clc,2018-06-25,17.1,TP,ug/L,TP_ug.L,77.17
Conestogo Lake,LA,cle,2018-06-25,2,TP,ug/L,TP_ug.L,42.33
Conestogo Lake,LA,cle,2018-06-25,7,TP,ug/L,TP_ug.L,32.78
Conestogo Lake,LA,cle,2018-06-25,8.8,TP,ug/L,TP_ug.L,32.57
Conestogo Lake,LA,cleif,2018-06-25,0.5,TP,ug/L,TP_ug.L,62.87
Conestogo Lake,LA,clw,2018-06-25,2,TP,ug/L,TP_ug.L,25.37
Conestogo Lake,LA,clw,2018-06-25,7,TP,ug/L,TP_ug.L,23
Conestogo Lake,LA,clw,2018-06-25,10.7,TP,ug/L,TP_ug.L,37.22
Conestogo Lake,LA,clc,2018-06-28,2,TP,ug/L,TP_ug.L,49.85
Conestogo Lake,LA,clc,2018-06-28,7,TP,ug/L,TP_ug.L,30.44
Conestogo Lake,LA,clc,2018-06-28,16.8,TP,ug/L,TP_ug.L,154.12
Conestogo Lake,LA,cle,2018-06-28,2,TP,ug/L,TP_ug.L,38.99
Conestogo Lake,LA,cle,2018-06-28,7,TP,ug/L,TP_ug.L,54.55
Conestogo Lake,LA,cle,2018-06-28,8.6,TP,ug/L,TP_ug.L,68.07
Conestogo Lake,LA,cleif,2018-06-28,0.5,TP,ug/L,TP_ug.L,87.4
Conestogo Lake,LA,clw,2018-06-28,2,TP,ug/L,TP_ug.L,39.9
Conestogo Lake,LA,clw,2018-06-28,7,TP,ug/L,TP_ug.L,25.07
Conestogo Lake,LA,clw,2018-06-28,10.5,TP,ug/L,TP_ug.L,71.05
Conestogo Lake,LA,clc,2018-07-03,2,TP,ug/L,TP_ug.L,21.92
Conestogo Lake,LA,clc,2018-07-03,7,TP,ug/L,TP_ug.L,33.26
Conestogo Lake,LA,clc,2018-07-03,16.8,TP,ug/L,TP_ug.L,117.95
Conestogo Lake,LA,cle,2018-07-03,2,TP,ug/L,TP_ug.L,26.48
Conestogo Lake,LA,cle,2018-07-03,7,TP,ug/L,TP_ug.L,43.65
Conestogo Lake,LA,cle,2018-07-03,8.4,TP,ug/L,TP_ug.L,37.22
Conestogo Lake,LA,cleif,2018-07-03,0.5,TP,ug/L,TP_ug.L,92.38
Conestogo Lake,LA,clw,2018-07-03,2,TP,ug/L,TP_ug.L,20.98
Conestogo Lake,LA,clw,2018-07-03,7,TP,ug/L,TP_ug.L,26.11
Conestogo Lake,LA,clw,2018-07-03,10.6,TP,ug/L,TP_ug.L,72.05
Conestogo Lake,LA,clc,2018-07-05,2,TP,ug/L,TP_ug.L,51.94
Conestogo Lake,LA,clc,2018-07-05,7,TP,ug/L,TP_ug.L,39.1
Conestogo Lake,LA,clc,2018-07-05,16.4,TP,ug/L,TP_ug.L,91.02
Conestogo Lake,LA,cle,2018-07-05,2,TP,ug/L,TP_ug.L,35.94
Conestogo Lake,LA,cle,2018-07-05,7,TP,ug/L,TP_ug.L,47.83
Conestogo Lake,LA,cle,2018-07-05,8.2,TP,ug/L,TP_ug.L,65.59
Conestogo Lake,LA,cleif,2018-07-05,0.5,TP,ug/L,TP_ug.L,110.09
Conestogo Lake,LA,clw,2018-07-05,2,TP,ug/L,TP_ug.L,38.55
Conestogo Lake,LA,clw,2018-07-05,7,TP,ug/L,TP_ug.L,27.77
Conestogo Lake,LA,clw,2018-07-05,9.9,TP,ug/L,TP_ug.L,59.62
Conestogo Lake,LA,clc,2018-07-09,2,TP,ug/L,TP_ug.L,35.28
Conestogo Lake,LA,clc,2018-07-09,7,TP,ug/L,TP_ug.L,49.25
Conestogo Lake,LA,clc,2018-07-09,16.3,TP,ug/L,TP_ug.L,192.4
Conestogo Lake,LA,cle,2018-07-09,2,TP,ug/L,TP_ug.L,44.43
Conestogo Lake,LA,cle,2018-07-09,7.9,TP,ug/L,TP_ug.L,82.7
Conestogo Lake,LA,cleif,2018-07-09,0.5,TP,ug/L,TP_ug.L,129.45
Conestogo Lake,LA,clw,2018-07-09,2,TP,ug/L,TP_ug.L,31.42
Conestogo Lake,LA,clw,2018-07-09,7,TP,ug/L,TP_ug.L,46.04
Conestogo Lake,LA,clw,2018-07-09,9.8,TP,ug/L,TP_ug.L,69.75
Conestogo Lake,LA,clc,2018-07-12,2,TP,ug/L,TP_ug.L,32.6
Conestogo Lake,LA,clc,2018-07-12,7,TP,ug/L,TP_ug.L,40.26
Conestogo Lake,LA,clc,2018-07-12,15.9,TP,ug/L,TP_ug.L,130.02
Conestogo Lake,LA,cle,2018-07-12,2,TP,ug/L,TP_ug.L,31.88
Conestogo Lake,LA,cle,2018-07-12,7.7,TP,ug/L,TP_ug.L,156.67
Conestogo Lake,LA,cleif,2018-07-12,0.5,TP,ug/L,TP_ug.L,143.44
Conestogo Lake,LA,clw,2018-07-12,2,TP,ug/L,TP_ug.L,51.25
Conestogo Lake,LA,clw,2018-07-12,7,TP,ug/L,TP_ug.L,72.35
Conestogo Lake,LA,clw,2018-07-12,9.6,TP,ug/L,TP_ug.L,67.06
Conestogo Lake,LA,clc,2018-07-16,2,TP,ug/L,TP_ug.L,50.3
Conestogo Lake,LA,clc,2018-07-16,7,TP,ug/L,TP_ug.L,50.06
Conestogo Lake,LA,clc,2018-07-16,15.3,TP,ug/L,TP_ug.L,101.02
Conestogo Lake,LA,cle,2018-07-16,2,TP,ug/L,TP_ug.L,58.5
Conestogo Lake,LA,cle,2018-07-16,7.4,TP,ug/L,TP_ug.L,126.03
Conestogo Lake,LA,cleif,2018-07-16,0.5,TP,ug/L,TP_ug.L,143.33
Conestogo Lake,LA,clw,2018-07-16,2,TP,ug/L,TP_ug.L,38.56
Conestogo Lake,LA,clw,2018-07-16,7,TP,ug/L,TP_ug.L,62.97
Conestogo Lake,LA,clw,2018-07-16,9.5,TP,ug/L,TP_ug.L,70.91
Conestogo Lake,LA,clc,2018-07-19,2,TP,ug/L,TP_ug.L,38.77
Conestogo Lake,LA,clc,2018-07-19,7,TP,ug/L,TP_ug.L,42.11
Conestogo Lake,LA,clc,2018-07-19,15.5,TP,ug/L,TP_ug.L,106.78
Conestogo Lake,LA,cle,2018-07-19,2,TP,ug/L,TP_ug.L,52.31
Conestogo Lake,LA,cle,2018-07-19,7.5,TP,ug/L,TP_ug.L,98.6
Conestogo Lake,LA,cleif,2018-07-19,0.5,TP,ug/L,TP_ug.L,112.55
Conestogo Lake,LA,clw,2018-07-19,2,TP,ug/L,TP_ug.L,37.65
Conestogo Lake,LA,clw,2018-07-19,7,TP,ug/L,TP_ug.L,52.1
Conestogo Lake,LA,clw,2018-07-19,9.1,TP,ug/L,TP_ug.L,56.23
Conestogo Lake,LA,clc,2018-07-23,2,TP,ug/L,TP_ug.L,38.61
Conestogo Lake,LA,clc,2018-07-23,7,TP,ug/L,TP_ug.L,41.92
Conestogo Lake,LA,clc,2018-07-23,15,TP,ug/L,TP_ug.L,68.64
Conestogo Lake,LA,cle,2018-07-23,2,TP,ug/L,TP_ug.L,49.73
Conestogo Lake,LA,cle,2018-07-23,7,TP,ug/L,TP_ug.L,86.84
Conestogo Lake,LA,cleif,2018-07-23,0.5,TP,ug/L,TP_ug.L,82.88
Conestogo Lake,LA,clw,2018-07-23,2,TP,ug/L,TP_ug.L,52.06
Conestogo Lake,LA,clw,2018-07-23,7,TP,ug/L,TP_ug.L,49.76
Conestogo Lake,LA,clw,2018-07-23,8.9,TP,ug/L,TP_ug.L,59.03
Conestogo Lake,LA,clc,2018-07-26,2,TP,ug/L,TP_ug.L,28.03
Conestogo Lake,LA,clc,2018-07-26,7,TP,ug/L,TP_ug.L,39.45
Conestogo Lake,LA,clc,2018-07-26,15,TP,ug/L,TP_ug.L,70.67
Conestogo Lake,LA,cle,2018-07-26,2,TP,ug/L,TP_ug.L,59.64
Conestogo Lake,LA,cle,2018-07-26,6.7,TP,ug/L,TP_ug.L,59.64
Conestogo Lake,LA,cleif,2018-07-26,0.5,TP,ug/L,TP_ug.L,90.2
Conestogo Lake,LA,clw,2018-07-26,2,TP,ug/L,TP_ug.L,40.57
Conestogo Lake,LA,clw,2018-07-26,7,TP,ug/L,TP_ug.L,37.72
Conestogo Lake,LA,clw,2018-07-26,8.6,TP,ug/L,TP_ug.L,47.84
Conestogo Lake,LA,clc,2018-07-30,2,TP,ug/L,TP_ug.L,42.63
Conestogo Lake,LA,clc,2018-07-30,7,TP,ug/L,TP_ug.L,27.31
Conestogo Lake,LA,clc,2018-07-30,14.7,TP,ug/L,TP_ug.L,115.56
Conestogo Lake,LA,cle,2018-07-30,2,TP,ug/L,TP_ug.L,39.11
Conestogo Lake,LA,cle,2018-07-30,6.5,TP,ug/L,TP_ug.L,99.97
Conestogo Lake,LA,cleif,2018-07-30,0.5,TP,ug/L,TP_ug.L,70.4
Conestogo Lake,LA,clw,2018-07-30,2,TP,ug/L,TP_ug.L,44.31
Conestogo Lake,LA,clw,2018-07-30,7,TP,ug/L,TP_ug.L,36.78
Conestogo Lake,LA,clw,2018-07-30,8.5,TP,ug/L,TP_ug.L,49.34
Conestogo Lake,LA,clc,2018-08-02,2,TP,ug/L,TP_ug.L,40.34
Conestogo Lake,LA,clc,2018-08-02,7,TP,ug/L,TP_ug.L,41.61
Conestogo Lake,LA,clc,2018-08-02,14.5,TP,ug/L,TP_ug.L,93.68
Conestogo Lake,LA,cle,2018-08-02,2,TP,ug/L,TP_ug.L,92.24
Conestogo Lake,LA,cle,2018-08-02,6.2,TP,ug/L,TP_ug.L,67.86
Conestogo Lake,LA,cleif,2018-08-02,0.5,TP,ug/L,TP_ug.L,74.19
Conestogo Lake,LA,clw,2018-08-02,2,TP,ug/L,TP_ug.L,65.36
Conestogo Lake,LA,clw,2018-08-02,7,TP,ug/L,TP_ug.L,43.01
Conestogo Lake,LA,clw,2018-08-02,8.2,TP,ug/L,TP_ug.L,78.74
Conestogo Lake,LA,clc,2018-08-09,2,TP,ug/L,TP_ug.L,36.15
Conestogo Lake,LA,clc,2018-08-09,7,TP,ug/L,TP_ug.L,28.32
Conestogo Lake,LA,clc,2018-08-09,14,TP,ug/L,TP_ug.L,96.12
Conestogo Lake,LA,cle,2018-08-09,2,TP,ug/L,TP_ug.L,52.11
Conestogo Lake,LA,cle,2018-08-09,5.8,TP,ug/L,TP_ug.L,71.19
Conestogo Lake,LA,cleif,2018-08-09,0.5,TP,ug/L,TP_ug.L,60.07
Conestogo Lake,LA,clw,2018-08-09,2,TP,ug/L,TP_ug.L,45.12
Conestogo Lake,LA,clw,2018-08-09,7.9,TP,ug/L,TP_ug.L,53.81
Conestogo Lake,LA,clc,2018-08-13,2,TP,ug/L,TP_ug.L,43.09
Conestogo Lake,LA,clc,2018-08-13,7,TP,ug/L,TP_ug.L,39.5
Conestogo Lake,LA,clc,2018-08-13,13.8,TP,ug/L,TP_ug.L,123.35
Conestogo Lake,LA,cle,2018-08-13,2,TP,ug/L,TP_ug.L,72.8
Conestogo Lake,LA,cle,2018-08-13,5.6,TP,ug/L,TP_ug.L,90.06
Conestogo Lake,LA,cleif,2018-08-13,0.5,TP,ug/L,TP_ug.L,109.69
Conestogo Lake,LA,clw,2018-08-13,2,TP,ug/L,TP_ug.L,54.59
Conestogo Lake,LA,clw,2018-08-13,7.7,TP,ug/L,TP_ug.L,67.86
Conestogo Lake,LA,clc,2018-08-16,2,TP,ug/L,TP_ug.L,51.06
Conestogo Lake,LA,clc,2018-08-16,7,TP,ug/L,TP_ug.L,50.68
Conestogo Lake,LA,clc,2018-08-16,13.3,TP,ug/L,TP_ug.L,71.7
Conestogo Lake,LA,cle,2018-08-16,2,TP,ug/L,TP_ug.L,65.37
Conestogo Lake,LA,cle,2018-08-16,5.1,TP,ug/L,TP_ug.L,55.87
Conestogo Lake,LA,cleif,2018-08-16,0.5,TP,ug/L,TP_ug.L,132.62
Conestogo Lake,LA,clw,2018-08-16,2,TP,ug/L,TP_ug.L,48.63
Conestogo Lake,LA,clw,2018-08-16,7.2,TP,ug/L,TP_ug.L,52.03
Conestogo Lake,LA,clc,2018-08-20,2,TP,ug/L,TP_ug.L,42.64
Conestogo Lake,LA,clc,2018-08-20,7,TP,ug/L,TP_ug.L,46.88
Conestogo Lake,LA,clc,2018-08-20,13,TP,ug/L,TP_ug.L,66.66
Conestogo Lake,LA,cle,2018-08-20,2,TP,ug/L,TP_ug.L,49.27
Conestogo Lake,LA,cle,2018-08-20,5,TP,ug/L,TP_ug.L,82.69
Conestogo Lake,LA,cleif,2018-08-20,0.5,TP,ug/L,TP_ug.L,60.53
Conestogo Lake,LA,clw,2018-08-20,2,TP,ug/L,TP_ug.L,51.67
Conestogo Lake,LA,clw,2018-08-20,6.8,TP,ug/L,TP_ug.L,56.48
Conestogo Lake,LA,clc,2018-08-23,2,TP,ug/L,TP_ug.L,61.11
Conestogo Lake,LA,clc,2018-08-23,7,TP,ug/L,TP_ug.L,44.8
Conestogo Lake,LA,clc,2018-08-23,13.5,TP,ug/L,TP_ug.L,68.4
Conestogo Lake,LA,cle,2018-08-23,2,TP,ug/L,TP_ug.L,90.57
Conestogo Lake,LA,cle,2018-08-23,5.4,TP,ug/L,TP_ug.L,140.28
Conestogo Lake,LA,cleif,2018-08-23,0.5,TP,ug/L,TP_ug.L,124.93
Conestogo Lake,LA,clw,2018-08-23,2,TP,ug/L,TP_ug.L,63.11
Conestogo Lake,LA,clw,2018-08-23,7.2,TP,ug/L,TP_ug.L,72.1
Conestogo Lake,LA,clc,2018-08-27,2,TP,ug/L,TP_ug.L,39.5
Conestogo Lake,LA,clc,2018-08-27,7,TP,ug/L,TP_ug.L,15.52
Conestogo Lake,LA,clc,2018-08-27,13.5,TP,ug/L,TP_ug.L,150.4
Conestogo Lake,LA,cle,2018-08-27,2,TP,ug/L,TP_ug.L,65.84
Conestogo Lake,LA,cle,2018-08-27,5.3,TP,ug/L,TP_ug.L,79.39
Conestogo Lake,LA,cleif,2018-08-27,0.5,TP,ug/L,TP_ug.L,43.67
Conestogo Lake,LA,clw,2018-08-27,2,TP,ug/L,TP_ug.L,48.1
Conestogo Lake,LA,clw,2018-08-27,7.2,TP,ug/L,TP_ug.L,63.51
Conestogo Lake,LA,clc,2018-08-30,2,TP,ug/L,TP_ug.L,48.33
Conestogo Lake,LA,clc,2018-08-30,7,TP,ug/L,TP_ug.L,45.81
Conestogo Lake,LA,clc,2018-08-30,13.1,TP,ug/L,TP_ug.L,90.65
Conestogo Lake,LA,cle,2018-08-30,2,TP,ug/L,TP_ug.L,82.35
Conestogo Lake,LA,cle,2018-08-30,5.1,TP,ug/L,TP_ug.L,99.08
Conestogo Lake,LA,cleif,2018-08-30,0.5,TP,ug/L,TP_ug.L,56.49
Conestogo Lake,LA,clw,2018-08-30,2,TP,ug/L,TP_ug.L,61.02
Conestogo Lake,LA,clw,2018-08-30,7.2,TP,ug/L,TP_ug.L,59.76
Conestogo Lake,LA,clc,2018-09-06,2,TP,ug/L,TP_ug.L,59.93
Conestogo Lake,LA,clc,2018-09-06,7,TP,ug/L,TP_ug.L,40.99
Conestogo Lake,LA,clc,2018-09-06,12.7,TP,ug/L,TP_ug.L,103.77
Conestogo Lake,LA,cle,2018-09-06,2,TP,ug/L,TP_ug.L,112.91
Conestogo Lake,LA,cle,2018-09-06,4.5,TP,ug/L,TP_ug.L,112.4
Conestogo Lake,LA,cleif,2018-09-06,0.5,TP,ug/L,TP_ug.L,59.43
Conestogo Lake,LA,clw,2018-09-06,2,TP,ug/L,TP_ug.L,64.78
Conestogo Lake,LA,clw,2018-09-06,6.7,TP,ug/L,TP_ug.L,49.09
Conestogo Lake,LA,clc,2018-09-13,2,TP,ug/L,TP_ug.L,56.99
Conestogo Lake,LA,clc,2018-09-13,7,TP,ug/L,TP_ug.L,67.83
Conestogo Lake,LA,clc,2018-09-13,12.5,TP,ug/L,TP_ug.L,134.14
Conestogo Lake,LA,cle,2018-09-13,0.5,TP,ug/L,TP_ug.L,122.02
Conestogo Lake,LA,clw,2018-09-13,0.5,TP,ug/L,TP_ug.L,77.06
Conestogo Lake,LA,clc,2018-09-17,2,TP,ug/L,TP_ug.L,67.2
Conestogo Lake,LA,clc,2018-09-17,7,TP,ug/L,TP_ug.L,52.31
Conestogo Lake,LA,clc,2018-09-17,11.5,TP,ug/L,TP_ug.L,108.85
