location,sublocation,station,date,depth_m,parameter,units,parmUnit,result
Conestogo Lake,LA,clc,2017-06-21,2,Fe,mg/L,Fe_mg.L,0.033
Conestogo Lake,LA,clc,2017-06-21,7,Fe,mg/L,Fe_mg.L,0.034
Conestogo Lake,LA,clc,2017-06-21,16,Fe,mg/L,Fe_mg.L,0.037
Conestogo Lake,LA,clc,2017-07-05,2,Fe,mg/L,Fe_mg.L,0.054
Conestogo Lake,LA,clc,2017-07-05,7,Fe,mg/L,Fe_mg.L,0.053
Conestogo Lake,LA,clc,2017-07-05,16,Fe,mg/L,Fe_mg.L,0.058
Conestogo Lake,LA,cle,2017-07-05,2,Fe,mg/L,Fe_mg.L,0.046
Conestogo Lake,LA,cle,2017-07-05,8,Fe,mg/L,Fe_mg.L,0.046
Conestogo Lake,LA,cle,2017-07-11,2,Fe,mg/L,Fe_mg.L,0.038
Conestogo Lake,LA,cle,2017-07-11,8,Fe,mg/L,Fe_mg.L,0.047
Conestogo Lake,LA,clw,2017-07-11,2,Fe,mg/L,Fe_mg.L,0.036
Conestogo Lake,LA,clw,2017-07-11,7,Fe,mg/L,Fe_mg.L,0.05
Conestogo Lake,LA,clw,2017-07-11,10,Fe,mg/L,Fe_mg.L,0.063
Conestogo Lake,LA,clc,2017-07-14,2,Fe,mg/L,Fe_mg.L,0.043
Conestogo Lake,LA,clc,2017-07-14,7,Fe,mg/L,Fe_mg.L,0.044
Conestogo Lake,LA,clc,2017-07-14,16,Fe,mg/L,Fe_mg.L,0.044
Conestogo Lake,LA,clc,2017-07-18,2,Fe,mg/L,Fe_mg.L,0.035
Conestogo Lake,LA,clc,2017-07-18,7,Fe,mg/L,Fe_mg.L,0.053
Conestogo Lake,LA,clc,2017-07-18,16,Fe,mg/L,Fe_mg.L,0.053
Conestogo Lake,LA,cle,2017-07-19,2,Fe,mg/L,Fe_mg.L,0.035
Conestogo Lake,LA,cle,2017-07-19,8,Fe,mg/L,Fe_mg.L,0.064
Conestogo Lake,LA,clw,2017-07-19,2,Fe,mg/L,Fe_mg.L,0.042
Conestogo Lake,LA,clw,2017-07-19,7,Fe,mg/L,Fe_mg.L,0.057
Conestogo Lake,LA,clw,2017-07-19,10,Fe,mg/L,Fe_mg.L,0.066
Conestogo Lake,LA,clc,2017-07-25,2,Fe,mg/L,Fe_mg.L,0.038
Conestogo Lake,LA,clc,2017-07-25,7,Fe,mg/L,Fe_mg.L,0.037
Conestogo Lake,LA,clc,2017-07-25,16,Fe,mg/L,Fe_mg.L,0.055
Conestogo Lake,LA,cle,2017-07-25,2,Fe,mg/L,Fe_mg.L,0.041
Conestogo Lake,LA,cle,2017-07-25,8,Fe,mg/L,Fe_mg.L,0.101
Conestogo Lake,LA,clw,2017-07-25,2,Fe,mg/L,Fe_mg.L,0.036
Conestogo Lake,LA,clw,2017-07-25,7,Fe,mg/L,Fe_mg.L,0.037
Conestogo Lake,LA,clw,2017-07-25,10,Fe,mg/L,Fe_mg.L,0.058
Conestogo Lake,LA,cle,2017-07-31,2,Fe,mg/L,Fe_mg.L,0.038
Conestogo Lake,LA,cle,2017-07-31,7,Fe,mg/L,Fe_mg.L,0.053
Conestogo Lake,LA,clw,2017-07-31,2,Fe,mg/L,Fe_mg.L,0.036
Conestogo Lake,LA,clw,2017-07-31,7,Fe,mg/L,Fe_mg.L,0.042
Conestogo Lake,LA,clw,2017-07-31,9,Fe,mg/L,Fe_mg.L,0.038
Conestogo Lake,LA,clc,2017-08-01,2,Fe,mg/L,Fe_mg.L,0.035
Conestogo Lake,LA,clc,2017-08-01,7,Fe,mg/L,Fe_mg.L,0.04
Conestogo Lake,LA,clc,2017-08-01,15,Fe,mg/L,Fe_mg.L,0.047
Conestogo Lake,LA,clc,2017-08-10,2,Fe,mg/L,Fe_mg.L,0.034
Conestogo Lake,LA,clc,2017-08-10,7,Fe,mg/L,Fe_mg.L,0.037
Conestogo Lake,LA,clc,2017-08-10,15,Fe,mg/L,Fe_mg.L,0.045
Conestogo Lake,LA,cle,2017-08-10,2,Fe,mg/L,Fe_mg.L,0.041
Conestogo Lake,LA,cle,2017-08-10,6.5,Fe,mg/L,Fe_mg.L,0.054
Conestogo Lake,LA,clw,2017-08-10,2,Fe,mg/L,Fe_mg.L,0.035
Conestogo Lake,LA,clw,2017-08-10,7,Fe,mg/L,Fe_mg.L,0.035
Conestogo Lake,LA,clw,2017-08-10,9,Fe,mg/L,Fe_mg.L,0.044
Conestogo Lake,LA,clc,2017-08-17,2,Fe,mg/L,Fe_mg.L,0.026
Conestogo Lake,LA,clc,2017-08-17,7,Fe,mg/L,Fe_mg.L,0.016
Conestogo Lake,LA,clc,2017-08-17,15,Fe,mg/L,Fe_mg.L,0.019
Conestogo Lake,LA,cle,2017-08-17,2,Fe,mg/L,Fe_mg.L,0.014
Conestogo Lake,LA,cle,2017-08-17,6.5,Fe,mg/L,Fe_mg.L,0.02
Conestogo Lake,LA,clw,2017-08-17,2,Fe,mg/L,Fe_mg.L,0.011
Conestogo Lake,LA,clw,2017-08-17,7,Fe,mg/L,Fe_mg.L,0.012
Conestogo Lake,LA,clw,2017-08-17,8.5,Fe,mg/L,Fe_mg.L,0.022
Conestogo Lake,LA,clc,2018-05-11,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-05-11,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-05-11,18,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cleif,2018-05-11,0.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-05-17,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-05-17,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-05-17,10,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cleif,2018-05-17,0.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-05-17,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-05-17,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-05-17,11.8,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-05-23,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-05-23,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-05-23,18,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-05-23,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-05-23,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-05-23,10,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cleif,2018-05-23,0.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-05-23,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-05-23,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-05-23,12,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-05-28,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-05-28,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-05-28,18,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-05-28,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-05-28,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-05-28,10,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cleif,2018-05-28,0.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-05-28,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-05-28,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-05-28,11.8,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-06-04,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-06-04,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-06-04,17.8,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-06-04,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-06-04,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-06-04,9,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cleif,2018-06-04,0.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-06-04,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-06-04,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-06-04,11,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-06-11,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-06-11,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-06-11,17.8,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-06-11,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-06-11,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-06-11,9.2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cleif,2018-06-11,0.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-06-11,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-06-11,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-06-11,11.3,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-06-19,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-06-19,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-06-19,17,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-06-19,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-06-19,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-06-19,9.1,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cleif,2018-06-19,0.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-06-19,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-06-19,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-06-19,10.8,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-06-21,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-06-21,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-06-21,17.3,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-06-21,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-06-21,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-06-21,8.9,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cleif,2018-06-21,0.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-06-21,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-06-21,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-06-21,10.7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-06-25,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-06-25,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-06-25,17.1,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-06-25,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-06-25,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-06-25,8.8,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cleif,2018-06-25,0.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-06-25,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-06-25,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-06-25,10.7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-06-28,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-06-28,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-06-28,16.8,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-06-28,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-06-28,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-06-28,8.6,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cleif,2018-06-28,0.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-06-28,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-06-28,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-06-28,10.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-07-03,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-07-03,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-07-03,16.8,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-07-03,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-07-03,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-07-03,8.4,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cleif,2018-07-03,0.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-07-03,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-07-03,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-07-03,10.6,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-07-05,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-07-05,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-07-05,16.4,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-07-05,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-07-05,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-07-05,8.2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cleif,2018-07-05,0.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-07-05,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-07-05,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-07-05,9.9,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-07-09,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-07-09,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-07-09,16.3,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-07-09,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-07-09,7.9,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cleif,2018-07-09,0.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-07-09,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-07-09,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-07-09,9.8,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-07-12,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-07-12,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-07-12,15.9,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-07-12,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-07-12,7.7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cleif,2018-07-12,0.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-07-12,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-07-12,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-07-12,9.6,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-07-16,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-07-16,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-07-16,15.3,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-07-16,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-07-16,7.4,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cleif,2018-07-16,0.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-07-16,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-07-16,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-07-16,9.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-07-19,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-07-19,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-07-19,15.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-07-19,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-07-19,7.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cleif,2018-07-19,0.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-07-19,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-07-19,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-07-19,9.1,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-07-23,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-07-23,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-07-23,15,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-07-23,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-07-23,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cleif,2018-07-23,0.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-07-23,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-07-23,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-07-23,8.9,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-07-26,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-07-26,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-07-26,15,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-07-26,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-07-26,6.7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cleif,2018-07-26,0.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-07-26,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-07-26,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-07-26,8.6,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-07-30,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-07-30,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-07-30,14.7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-07-30,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-07-30,6.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cleif,2018-07-30,0.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-07-30,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-07-30,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-07-30,8.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-08-02,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-08-02,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-08-02,14.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-08-02,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-08-02,6.2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cleif,2018-08-02,0.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-08-02,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-08-02,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-08-02,8.2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-08-09,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-08-09,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-08-09,14,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-08-09,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-08-09,5.8,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cleif,2018-08-09,0.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-08-09,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-08-09,7.9,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-08-13,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-08-13,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-08-13,13.8,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-08-13,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-08-13,5.6,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cleif,2018-08-13,0.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-08-13,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-08-13,7.7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-08-16,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-08-16,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-08-16,13.3,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-08-16,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-08-16,5.1,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cleif,2018-08-16,0.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-08-16,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-08-16,7.2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-08-20,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-08-20,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-08-20,13,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-08-20,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-08-20,5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cleif,2018-08-20,0.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-08-20,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-08-20,6.8,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-08-23,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-08-23,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-08-23,13.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-08-23,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-08-23,5.4,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cleif,2018-08-23,0.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-08-23,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-08-23,7.2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-08-27,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-08-27,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-08-27,13.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-08-27,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-08-27,5.3,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cleif,2018-08-27,0.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-08-27,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-08-27,7.2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-08-30,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-08-30,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-08-30,13.1,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-08-30,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-08-30,5.1,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cleif,2018-08-30,0.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-08-30,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-08-30,7.2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-09-06,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-09-06,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-09-06,12.7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-09-06,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-09-06,4.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cleif,2018-09-06,0.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-09-06,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-09-06,6.7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-09-13,2,Fe,mg/L,Fe_mg.L,NA
