site,date,temp.C,pressure.mmhg,DO.mgl,spc,pH,FNU,PC_RFU,PC,Chl_RFU,Chl,depth.sonde.m,depth.adj
cle,2017-07-11,23.6,726.7,9.79,411.6,8.58,2.12,-0.152,-0.15,0.514,3.56,NA,0
cle,2017-07-11,23.6,726.6,9.79,411.6,8.58,2.1,-0.201,-0.2,0.506,3.51,NA,0
cle,2017-07-11,23.6,726.7,9.79,411.6,8.58,2.04,-0.238,-0.24,0.511,3.54,NA,0
cle,2017-07-11,23.038,726.7,9.39,418.9,8.52,2.39,-0.373,-0.37,1.234,7.53,NA,0.43
cle,2017-07-11,23.037,726.7,9.39,418.9,8.52,2.46,-0.383,-0.38,1.222,7.47,NA,0.43
cle,2017-07-11,23.035,726.7,9.39,418.9,8.52,2.39,-0.38,-0.38,1.248,7.61,NA,0.43
cle,2017-07-11,22.937,726.7,9.24,419,8.49,2.7,-0.475,-0.47,0.932,5.86,NA,0.851
cle,2017-07-11,22.937,726.7,9.24,419,8.49,2.9,-0.452,-0.45,0.924,5.82,NA,0.851
cle,2017-07-11,22.937,726.7,9.23,419,8.49,2.66,-0.403,-0.4,0.958,6.01,NA,0.852
cle,2017-07-11,22.891,726.7,9.16,419,8.47,2.57,-0.518,-0.52,0.871,5.53,NA,1.28
cle,2017-07-11,22.89,726.7,9.16,418.9,8.47,2.49,-0.517,-0.52,0.856,5.45,NA,1.28
cle,2017-07-11,22.889,726.7,9.16,418.9,8.47,2.43,-0.519,-0.52,0.846,5.39,NA,1.28
cle,2017-07-11,22.862,726.7,9.12,418.9,8.46,2.68,-0.518,-0.52,0.812,5.2,NA,1.82
cle,2017-07-11,22.862,726.8,9.12,418.9,8.46,2.54,-0.523,-0.52,0.833,5.32,NA,1.82
cle,2017-07-11,22.862,726.7,9.12,418.9,8.46,2.73,-0.524,-0.52,0.829,5.3,NA,1.82
cle,2017-07-11,22.863,726.7,9.13,418.8,8.46,2.06,-0.523,-0.52,0.83,5.3,NA,1.807
cle,2017-07-11,22.862,726.7,9.13,418.8,8.46,1.98,-0.521,-0.52,0.807,5.18,NA,1.807
cle,2017-07-11,22.862,726.7,9.13,418.8,8.46,2.02,-0.509,-0.51,0.828,5.29,NA,1.807
cle,2017-07-11,22.848,726.7,9.1,418.5,8.45,2.41,-0.528,-0.53,0.971,6.08,NA,2.224
cle,2017-07-11,22.848,726.7,9.1,418.5,8.45,2.4,-0.53,-0.53,0.958,6.01,NA,2.224
cle,2017-07-11,22.848,726.7,9.1,418.5,8.45,2.5,-0.548,-0.55,0.915,5.77,NA,2.223
cle,2017-07-11,22.827,726.8,9.06,418.2,8.44,1.96,-0.563,-0.56,0.769,4.97,NA,2.901
cle,2017-07-11,22.827,726.7,9.06,418.2,8.44,1.97,-0.562,-0.56,0.787,5.07,NA,2.901
cle,2017-07-11,22.827,726.7,9.06,418.1,8.44,2.03,-0.602,-0.6,0.779,5.02,NA,2.9
cle,2017-07-11,22.806,726.7,9.05,417.3,8.43,1.88,-0.662,-0.66,0.677,4.46,NA,3.353
cle,2017-07-11,22.806,726.7,9.05,417.3,8.43,1.96,-0.667,-0.67,0.692,4.54,NA,3.353
cle,2017-07-11,22.805,726.6,9.05,417.3,8.43,1.98,-0.68,-0.68,0.739,4.8,NA,3.353
cle,2017-07-11,22.791,726.7,8.88,418.3,8.4,2.73,-0.716,-0.72,0.661,4.37,NA,3.874
cle,2017-07-11,22.791,726.6,8.88,418.3,8.4,2.78,-0.714,-0.71,0.637,4.24,NA,3.873
cle,2017-07-11,22.791,726.6,8.88,418.3,8.4,2.83,-0.706,-0.71,0.658,4.35,NA,3.872
cle,2017-07-11,22.751,726.7,8.68,419.9,8.37,4.67,-0.753,-0.75,0.625,4.17,NA,4.364
cle,2017-07-11,22.751,726.7,8.67,419.9,8.37,4.74,-0.762,-0.76,0.645,4.28,NA,4.366
cle,2017-07-11,22.751,726.7,8.67,419.9,8.37,4.81,-0.766,-0.77,0.67,4.42,NA,4.368
cle,2017-07-11,22.421,726.6,7.03,447.3,8.09,3.26,-0.753,-0.75,0.681,4.48,NA,4.851
cle,2017-07-11,22.419,726.6,7.02,447.2,8.09,3.28,-0.759,-0.76,0.677,4.46,NA,4.851
cle,2017-07-11,22.418,726.6,7.02,447,8.09,3.28,-0.768,-0.77,0.679,4.47,NA,4.851
cle,2017-07-11,21.401,726.6,4.01,468.3,7.73,3.09,-0.784,-0.78,0.463,3.27,NA,5.371
cle,2017-07-11,21.397,726.7,4.01,468.1,7.73,3.09,-0.783,-0.78,0.477,3.35,NA,5.371
cle,2017-07-11,21.39,726.7,4.01,468,7.73,3.1,-0.781,-0.78,0.495,3.46,NA,5.371
cle,2017-07-11,20.981,726.7,3.72,455.6,7.68,2.81,-0.796,-0.8,0.5,3.48,NA,5.752
cle,2017-07-11,20.979,726.7,3.72,455.5,7.68,2.8,-0.799,-0.8,0.474,3.33,NA,5.765
cle,2017-07-11,20.977,726.7,3.72,455.4,7.68,2.81,-0.794,-0.79,0.481,3.38,NA,5.781
cle,2017-07-11,20.361,726.7,2.91,451,7.6,4.3,-0.779,-0.78,0.429,3.09,NA,6.384
clw,2017-07-11,19.351,726.4,2.21,396.6,7.45,9.63,-0.746,-0.75,0.345,2.62,NA,9.885
clw,2017-07-11,19.351,726.4,2.21,396.6,7.45,9.62,-0.743,-0.74,0.343,2.61,NA,9.886
clw,2017-07-11,19.35,726.5,2.21,396.6,7.45,9.64,-0.739,-0.74,0.345,2.62,NA,9.886
clw,2017-07-11,19.239,726.4,1.97,397.1,7.44,11.77,-0.742,-0.74,0.395,2.9,NA,10.325
clw,2017-07-11,19.237,726.4,1.97,397.1,7.44,11.78,-0.744,-0.74,0.402,2.94,NA,10.335
clw,2017-07-11,19.235,726.4,1.97,397.1,7.44,11.75,-0.739,-0.74,0.397,2.91,NA,10.344
clw,2017-07-11,24.965,726.6,10.42,389.7,8.72,0.7,-0.715,-0.72,0.361,2.71,NA,0.037
clw,2017-07-11,24.973,726.7,10.42,389.8,8.72,0.76,-0.721,-0.72,0.352,2.66,NA,0.037
clw,2017-07-11,24.984,726.6,10.42,389.8,8.72,0.78,-0.708,-0.71,0.339,2.59,NA,0.036
clw,2017-07-11,23.624,726.7,10.63,388,8.71,1.66,-0.446,-0.45,0.766,4.95,NA,0.43
clw,2017-07-11,23.622,726.7,10.63,388,8.71,1.48,-0.428,-0.43,0.768,4.96,NA,0.431
clw,2017-07-11,23.619,726.6,10.63,388,8.71,1.48,-0.426,-0.43,0.746,4.84,NA,0.432
clw,2017-07-11,23.108,726.6,10.66,387.7,8.71,1.85,-0.417,-0.42,1.061,6.58,NA,0.86
clw,2017-07-11,23.106,726.7,10.66,387.8,8.71,1.71,-0.42,-0.42,0.91,5.75,NA,0.86
clw,2017-07-11,23.106,726.7,10.66,387.9,8.71,1.63,-0.463,-0.46,1.208,7.39,NA,0.86
clw,2017-07-11,22.795,726.7,10.36,386.7,8.69,1.27,-0.616,-0.62,1.07,6.63,NA,1.245
clw,2017-07-11,22.794,726.6,10.36,386.7,8.69,1.27,-0.608,-0.61,1.076,6.66,NA,1.259
clw,2017-07-11,22.793,726.7,10.36,386.7,8.69,1.29,-0.6,-0.6,1.071,6.63,NA,1.273
clw,2017-07-11,22.651,726.5,9.97,388.1,8.64,1.17,-0.522,-0.52,0.945,5.94,NA,1.813
clw,2017-07-11,22.651,726.7,9.97,388.1,8.64,1.13,-0.527,-0.53,0.941,5.91,NA,1.813
clw,2017-07-11,22.65,726.7,9.97,388.1,8.64,0.82,-0.504,-0.5,0.929,5.85,NA,1.813
clw,2017-07-11,22.495,726.6,10.38,386.1,8.67,0.94,-0.655,-0.66,0.793,5.1,NA,2.318
clw,2017-07-11,22.495,726.7,10.38,386.1,8.67,0.9,-0.646,-0.65,0.777,5.01,NA,2.318
clw,2017-07-11,22.496,726.6,10.38,386.1,8.67,0.93,-0.637,-0.64,0.774,4.99,NA,2.317
clw,2017-07-11,22.34,726.6,9.29,389.4,8.51,0.74,-0.726,-0.73,0.773,4.99,NA,2.871
clw,2017-07-11,22.337,726.7,9.27,389.5,8.51,0.72,-0.721,-0.72,0.79,5.08,NA,2.872
clw,2017-07-11,22.335,726.7,9.25,389.5,8.51,0.7,-0.716,-0.72,0.8,5.14,NA,2.874
clw,2017-07-11,22.321,726.6,9.13,389.6,8.5,0.78,-0.705,-0.7,0.789,5.07,NA,2.894
clw,2017-07-11,22.321,726.6,9.13,389.6,8.5,0.77,-0.704,-0.7,0.811,5.2,NA,2.894
clw,2017-07-11,22.321,726.7,9.13,389.6,8.5,0.79,-0.697,-0.7,0.8,5.14,NA,2.894
clw,2017-07-11,22.13,726.5,8.34,389.8,8.33,0.9,-0.722,-0.72,0.791,5.09,NA,3.251
clw,2017-07-11,22.13,726.7,8.34,389.8,8.33,0.91,-0.722,-0.72,0.775,5,NA,3.252
clw,2017-07-11,22.129,726.7,8.34,389.9,8.32,0.93,-0.719,-0.72,0.783,5.04,NA,3.252
clw,2017-07-11,22.028,726.7,8.48,388.9,8.34,0.82,-0.746,-0.75,0.736,4.79,NA,3.824
clw,2017-07-11,22.028,726.7,8.48,388.9,8.34,0.82,-0.747,-0.75,0.738,4.8,NA,3.824
clw,2017-07-11,22.028,726.7,8.48,388.9,8.34,0.83,-0.749,-0.75,0.726,4.73,NA,3.824
clw,2017-07-11,21.966,726.6,8.41,388.9,8.32,0.81,-0.778,-0.78,0.637,4.24,NA,4.318
clw,2017-07-11,21.966,726.7,8.41,388.9,8.32,0.81,-0.783,-0.78,0.644,4.28,NA,4.319
clw,2017-07-11,21.966,726.7,8.4,388.9,8.32,0.81,-0.792,-0.79,0.611,4.09,NA,4.319
clw,2017-07-11,21.859,726.7,8.21,389.9,8.26,1.17,-0.779,-0.78,0.617,4.13,NA,4.789
clw,2017-07-11,21.858,726.7,8.2,389.9,8.26,1.23,-0.785,-0.78,0.609,4.08,NA,4.808
clw,2017-07-11,21.858,726.7,8.2,389.9,8.26,1.23,-0.793,-0.79,0.608,4.08,NA,4.822
clw,2017-07-11,21.549,726.5,7.35,393.2,8.05,1.49,-0.787,-0.79,0.624,4.16,NA,5.844
clw,2017-07-11,21.549,726.5,7.35,393.2,8.04,1.49,-0.786,-0.79,0.619,4.14,NA,5.844
clw,2017-07-11,21.549,726.4,7.35,393.2,8.04,1.5,-0.799,-0.8,0.63,4.2,NA,5.844
clw,2017-07-11,21.268,726.6,6.55,395,7.88,2.26,-0.777,-0.78,0.514,3.56,NA,6.343
clw,2017-07-11,21.268,726.5,6.55,395,7.88,2.28,-0.776,-0.78,0.52,3.59,NA,6.343
clw,2017-07-11,21.268,726.5,6.55,395,7.88,2.28,-0.784,-0.78,0.552,3.77,NA,6.343
clw,2017-07-11,20.861,726.4,5.73,393.6,7.76,3.48,-0.745,-0.75,0.542,3.71,NA,6.858
clw,2017-07-11,20.86,726.5,5.73,393.6,7.77,3.46,-0.746,-0.75,0.556,3.79,NA,6.858
clw,2017-07-11,20.859,726.5,5.73,393.6,7.77,3.42,-0.743,-0.74,0.567,3.85,NA,6.858
clw,2017-07-11,20.389,726.5,4.65,395.3,7.63,4.61,-0.794,-0.79,0.405,2.96,NA,7.337
clw,2017-07-11,20.391,726.4,4.66,395.3,7.63,4.54,-0.792,-0.79,0.409,2.98,NA,7.338
clw,2017-07-11,20.392,726.4,4.66,395.3,7.63,4.54,-0.791,-0.79,0.414,3.01,NA,7.338
clw,2017-07-11,20.136,726.5,4,395.7,7.58,5.88,-0.769,-0.77,0.456,3.24,NA,7.896
clw,2017-07-11,20.136,726.4,4,395.7,7.58,5.89,-0.771,-0.77,0.458,3.25,NA,7.895
clw,2017-07-11,20.137,726.4,4,395.7,7.58,5.9,-0.76,-0.76,0.477,3.35,NA,7.895
clw,2017-07-11,19.839,726.5,3.17,395.1,7.52,8.24,-0.775,-0.78,0.401,2.94,NA,8.365
clw,2017-07-11,19.839,726.4,3.17,395.1,7.52,8.25,-0.779,-0.78,0.408,2.97,NA,8.366
clw,2017-07-11,19.838,726.4,3.17,395.1,7.52,8.23,-0.787,-0.79,0.397,2.91,NA,8.367
clw,2017-07-11,19.726,726.4,3.06,395.3,7.51,7.72,-0.735,-0.74,0.389,2.87,NA,8.891
clw,2017-07-11,19.726,726.4,3.06,395.3,7.51,7.74,-0.737,-0.74,0.391,2.88,NA,8.891
clw,2017-07-11,19.725,726.4,3.06,395.3,7.51,7.69,-0.741,-0.74,0.393,2.89,NA,8.891
clw,2017-07-11,19.542,726.5,2.67,395.5,7.48,7.39,-0.76,-0.76,0.344,2.62,NA,9.421
clw,2017-07-11,19.54,726.4,2.67,395.5,7.48,7.41,-0.757,-0.76,0.348,2.64,NA,9.421
clw,2017-07-11,19.539,726.5,2.67,395.5,7.48,7.44,-0.753,-0.75,0.349,2.65,NA,9.422
clc,2017-07-14,21.852,728,7.46,393.2,8.27,0.78,-0.883,-0.88,0.257,2.14,NA,0.018
clc,2017-07-14,21.853,728,7.46,393.2,8.27,0.76,-0.888,-0.89,0.26,2.16,NA,0.018
clc,2017-07-14,21.853,727.9,7.46,393.2,8.27,0.78,-0.888,-0.89,0.259,2.15,NA,0.018
clc,2017-07-14,21.858,727.9,7.41,393.1,8.26,0.74,-0.841,-0.84,0.381,2.82,NA,0.315
clc,2017-07-14,21.858,728,7.41,393.1,8.26,0.73,-0.842,-0.84,0.384,2.84,NA,0.312
clc,2017-07-14,21.857,728,7.41,393.1,8.26,0.75,-0.839,-0.84,0.393,2.89,NA,0.309
clc,2017-07-14,21.862,728,7.42,393.1,8.24,0.72,-0.764,-0.76,0.376,2.8,NA,0.886
clc,2017-07-14,21.861,728,7.42,393.1,8.24,0.72,-0.756,-0.76,0.362,2.72,NA,0.886
clc,2017-07-14,21.86,728,7.42,393.1,8.24,0.72,-0.754,-0.75,0.381,2.82,NA,0.886
clc,2017-07-14,21.851,728,7.41,393.1,8.24,0.91,-0.774,-0.77,0.359,2.7,NA,0.891
clc,2017-07-14,21.85,728,7.41,393.1,8.24,0.9,-0.778,-0.78,0.361,2.71,NA,0.891
clc,2017-07-14,21.849,728,7.41,393.1,8.24,0.85,-0.794,-0.79,0.369,2.76,NA,0.89
clc,2017-07-14,21.814,727.9,7.36,393.1,8.22,0.72,-0.827,-0.83,0.411,2.99,NA,1.318
clc,2017-07-14,21.813,728,7.36,393.1,8.22,0.72,-0.829,-0.83,0.398,2.92,NA,1.318
clc,2017-07-14,21.813,727.9,7.36,393.1,8.22,0.72,-0.831,-0.83,0.397,2.91,NA,1.319
clc,2017-07-14,21.815,727.9,7.35,393.1,8.21,0.69,-0.853,-0.85,0.376,2.8,NA,1.869
clc,2017-07-14,21.814,728,7.35,393.1,8.21,0.68,-0.853,-0.85,0.372,2.77,NA,1.869
clc,2017-07-14,21.812,727.9,7.35,393.1,8.21,0.7,-0.858,-0.86,0.362,2.72,NA,1.868
clc,2017-07-14,21.782,727.9,7.3,393.2,8.19,0.72,-0.88,-0.88,0.317,2.47,NA,2.246
clc,2017-07-14,21.782,727.9,7.3,393.2,8.19,0.72,-0.875,-0.87,0.323,2.5,NA,2.246
clc,2017-07-14,21.782,727.9,7.3,393.2,8.19,0.74,-0.888,-0.89,0.335,2.57,NA,2.246
clc,2017-07-14,21.748,727.9,7.24,393.2,8.16,0.84,-0.906,-0.91,0.326,2.52,NA,2.923
clc,2017-07-14,21.748,727.9,7.24,393.2,8.16,0.81,-0.903,-0.9,0.325,2.52,NA,2.923
clc,2017-07-14,21.748,727.9,7.24,393.2,8.16,0.87,-0.901,-0.9,0.341,2.6,NA,2.924
clc,2017-07-14,21.742,728,7.23,393.3,8.15,0.82,-0.889,-0.89,0.352,2.66,NA,3.409
clc,2017-07-14,21.743,728,7.23,393.3,8.15,0.8,-0.886,-0.89,0.323,2.5,NA,3.41
clc,2017-07-14,21.748,728,7.24,393.2,8.15,0.72,-0.892,-0.89,0.353,2.67,NA,3.412
clc,2017-07-14,21.731,727.9,7.21,393.3,8.14,0.72,-0.889,-0.89,0.365,2.74,NA,3.918
clc,2017-07-14,21.731,727.9,7.21,393.3,8.14,0.71,-0.884,-0.88,0.377,2.8,NA,3.918
clc,2017-07-14,21.731,728,7.21,393.3,8.14,0.72,-0.881,-0.88,0.362,2.72,NA,3.918
clc,2017-07-14,21.728,728,7.21,393.3,8.13,0.75,-0.896,-0.9,0.413,3,NA,4.335
clc,2017-07-14,21.731,728,7.21,393.3,8.13,0.78,-0.933,-0.93,0.346,2.63,NA,4.385
clc,2017-07-14,21.731,727.9,7.21,393.3,8.13,0.75,-0.929,-0.93,0.33,2.54,NA,4.387
clc,2017-07-14,21.733,728,7.21,393.3,8.13,0.76,-0.932,-0.93,0.333,2.56,NA,4.388
clc,2017-07-14,21.731,727.9,7.21,393.3,8.13,0.77,-0.896,-0.9,0.338,2.59,NA,4.886
clc,2017-07-14,21.731,727.9,7.21,393.3,8.13,0.79,-0.888,-0.89,0.349,2.65,NA,4.887
clc,2017-07-14,21.731,727.9,7.21,393.3,8.13,0.8,-0.888,-0.89,0.354,2.68,NA,4.887
clc,2017-07-14,21.729,727.9,7.22,393.3,8.13,0.76,-0.886,-0.89,0.356,2.69,NA,5.347
clc,2017-07-14,21.729,727.9,7.22,393.3,8.13,0.76,-0.899,-0.9,0.348,2.64,NA,5.347
clc,2017-07-14,21.729,727.9,7.22,393.3,8.13,0.78,-0.892,-0.89,0.346,2.63,NA,5.348
clc,2017-07-14,21.732,727.9,7.21,393.3,8.12,0.76,-0.896,-0.9,0.353,2.67,NA,5.931
clc,2017-07-14,21.733,727.9,7.21,393.3,8.12,0.75,-0.894,-0.89,0.355,2.68,NA,5.934
clc,2017-07-14,21.733,727.9,7.21,393.3,8.12,0.75,-0.894,-0.89,0.355,2.68,NA,5.935
clc,2017-07-14,21.735,727.9,7.22,393.3,8.12,0.74,-0.89,-0.89,0.404,2.95,NA,6.435
clc,2017-07-14,21.735,727.9,7.22,393.3,8.12,0.74,-0.895,-0.89,0.394,2.9,NA,6.436
clc,2017-07-14,21.735,727.9,7.22,393.3,8.12,0.76,-0.884,-0.88,0.368,2.75,NA,6.436
clc,2017-07-14,21.72,727.9,7.2,393.3,8.12,0.78,-0.9,-0.9,0.431,3.1,NA,6.862
clc,2017-07-14,21.719,727.9,7.2,393.3,8.12,0.77,-0.904,-0.9,0.391,2.88,NA,6.862
clc,2017-07-14,21.719,727.9,7.2,393.3,8.12,0.79,-0.892,-0.89,0.387,2.86,NA,6.861
clc,2017-07-14,21.691,727.8,7.14,393.4,8.11,0.78,-0.922,-0.92,0.318,2.47,NA,7.382
clc,2017-07-14,21.692,727.9,7.15,393.4,8.11,0.78,-0.916,-0.92,0.314,2.45,NA,7.382
clc,2017-07-14,21.694,727.9,7.15,393.3,8.11,0.83,-0.916,-0.92,0.324,2.51,NA,7.382
clc,2017-07-14,21.491,727.9,6.68,393.5,7.99,0.72,-0.899,-0.9,0.286,2.3,NA,7.91
clc,2017-07-14,21.492,727.9,6.68,393.5,7.99,0.72,-0.893,-0.89,0.291,2.33,NA,7.909
clc,2017-07-14,21.492,727.8,6.68,393.5,7.99,0.74,-0.894,-0.89,0.282,2.28,NA,7.906
clc,2017-07-14,21.423,727.9,6.49,393.7,7.95,1.08,-0.848,-0.85,0.318,2.48,NA,8.414
clc,2017-07-14,21.424,727.9,6.5,393.7,7.96,1.06,-0.847,-0.85,0.309,2.43,NA,8.414
clc,2017-07-14,21.426,727.8,6.5,393.7,7.96,1.06,-0.849,-0.85,0.307,2.42,NA,8.415
clc,2017-07-14,20.907,727.9,4.69,393.2,7.63,1.23,-0.818,-0.82,0.261,2.16,NA,8.814
clc,2017-07-14,20.905,727.9,4.68,393.2,7.63,1.23,-0.821,-0.82,0.265,2.18,NA,8.815
clc,2017-07-14,20.904,727.9,4.68,393.2,7.63,1.24,-0.824,-0.82,0.263,2.17,NA,8.816
clc,2017-07-14,20.231,727.9,3.67,390.2,7.5,1.24,-0.803,-0.8,0.256,2.14,NA,9.353
clc,2017-07-14,20.232,727.9,3.67,390.2,7.5,1.23,-0.797,-0.8,0.255,2.13,NA,9.352
clc,2017-07-14,20.234,727.8,3.67,390.2,7.5,1.24,-0.795,-0.8,0.251,2.1,NA,9.352
clc,2017-07-14,19.477,727.9,3.09,388.9,7.45,1.8,-0.766,-0.77,0.281,2.27,NA,9.944
clc,2017-07-14,19.478,727.9,3.09,388.8,7.45,1.78,-0.773,-0.77,0.273,2.23,NA,9.945
clc,2017-07-14,19.479,727.9,3.09,388.8,7.45,1.78,-0.771,-0.77,0.277,2.25,NA,9.945
clc,2017-07-14,19.309,727.9,3.02,387.5,7.44,2.03,-0.8,-0.8,0.282,2.28,NA,10.524
clc,2017-07-14,19.308,727.8,3.02,387.5,7.44,2.06,-0.798,-0.8,0.29,2.32,NA,10.524
clc,2017-07-14,19.306,727.9,3.01,387.5,7.44,2.09,-0.792,-0.79,0.287,2.3,NA,10.524
clc,2017-07-14,19.035,727.8,2.49,387,7.41,2.87,-0.802,-0.8,0.314,2.46,NA,10.998
clc,2017-07-14,19.036,727.9,2.49,387,7.41,2.89,-0.797,-0.8,0.323,2.5,NA,10.998
clc,2017-07-14,19.037,727.9,2.49,386.9,7.41,2.86,-0.795,-0.8,0.323,2.51,NA,10.997
clc,2017-07-14,19.065,727.9,2.55,386.8,7.41,2.74,-0.787,-0.79,0.319,2.48,NA,10.968
clc,2017-07-14,19.065,727.9,2.55,386.8,7.41,2.69,-0.789,-0.79,0.312,2.44,NA,10.967
clc,2017-07-14,19.065,727.8,2.55,386.7,7.41,2.67,-0.786,-0.79,0.306,2.41,NA,10.966
clc,2017-07-14,18.981,727.9,2.37,388.1,7.4,3.15,-0.753,-0.75,0.325,2.52,NA,11.405
clc,2017-07-14,18.981,727.8,2.37,388.1,7.4,3.14,-0.759,-0.76,0.336,2.57,NA,11.405
clc,2017-07-14,18.981,727.8,2.37,388.1,7.4,3.14,-0.759,-0.76,0.335,2.57,NA,11.405
clc,2017-07-14,18.856,727.9,1.99,395.7,7.38,3.11,-0.787,-0.79,0.335,2.57,NA,12.01
clc,2017-07-14,18.856,727.9,1.99,395.7,7.38,3.12,-0.78,-0.78,0.332,2.55,NA,12.009
clc,2017-07-14,18.856,727.9,1.99,395.6,7.38,3.13,-0.775,-0.78,0.328,2.53,NA,12.008
clc,2017-07-14,18.815,727.9,1.64,412.2,7.37,3.25,-0.794,-0.79,0.333,2.56,NA,12.485
clc,2017-07-14,18.815,727.9,1.64,411.7,7.38,3.26,-0.788,-0.79,0.332,2.55,NA,12.486
clc,2017-07-14,18.816,727.9,1.64,411.1,7.38,3.25,-0.783,-0.78,0.331,2.55,NA,12.487
clc,2017-07-14,18.776,727.9,1.35,417.3,7.37,3.53,-0.802,-0.8,0.323,2.51,NA,12.99
clc,2017-07-14,18.776,727.9,1.35,417.3,7.37,3.54,-0.803,-0.8,0.328,2.53,NA,12.991
clc,2017-07-14,18.776,727.9,1.35,417.3,7.37,3.57,-0.812,-0.81,0.321,2.49,NA,12.993
clc,2017-07-14,18.762,727.9,1.25,420.1,7.37,3.36,-0.765,-0.77,0.315,2.46,NA,13.44
clc,2017-07-14,18.762,727.9,1.25,420,7.37,3.36,-0.771,-0.77,0.311,2.44,NA,13.44
clc,2017-07-14,18.762,727.9,1.25,420,7.37,3.37,-0.774,-0.77,0.305,2.4,NA,13.44
clc,2017-07-14,18.703,727.8,0.9,422.7,7.36,3.66,-0.785,-0.79,0.323,2.51,NA,14.371
clc,2017-07-14,18.703,727.8,0.9,422.7,7.36,3.67,-0.775,-0.77,0.315,2.46,NA,14.371
clc,2017-07-14,18.703,727.8,0.9,422.8,7.36,3.69,-0.775,-0.77,0.307,2.41,NA,14.37
clc,2017-07-14,18.534,727.8,0.31,426.8,7.34,6.11,-0.75,-0.75,0.32,2.49,NA,15.931
clc,2017-07-14,18.534,727.7,0.31,426.7,7.34,6.14,-0.752,-0.75,0.325,2.52,NA,15.932
clc,2017-07-14,18.534,727.7,0.31,426.7,7.34,6.15,-0.752,-0.75,0.331,2.55,NA,15.931
clc,2017-07-18,25.462,731,13.04,387.6,8.9,8.19,0.771,0.77,0.601,4.04,NA,0.057
clc,2017-07-18,25.465,731,13.03,387.6,8.9,7.77,0.762,0.76,0.616,4.12,NA,0.057
clc,2017-07-18,25.47,730.9,13.02,387.6,8.9,7.85,0.768,0.77,0.597,4.02,NA,0.057
clc,2017-07-18,25.273,731,13.84,386.1,8.93,9.66,1.432,1.43,0.712,4.65,NA,0.457
clc,2017-07-18,25.274,731,13.83,386.1,8.93,10.19,1.446,1.45,0.735,4.78,NA,0.459
clc,2017-07-18,25.276,731.1,13.82,386.1,8.93,10.52,1.464,1.46,0.746,4.84,NA,0.461
clc,2017-07-18,24.794,731,15.48,382.3,9.02,1.99,6.653,6.65,1.158,7.12,NA,0.971
clc,2017-07-18,24.794,731.1,15.47,382.3,9.02,29.59,2.692,2.69,0.697,4.57,NA,0.971
clc,2017-07-18,24.795,731,15.46,382.3,9.02,3.94,1.87,1.87,0.786,5.06,NA,0.97
clc,2017-07-18,23.881,731,14.18,384.8,8.94,7.65,2.824,2.82,0.878,5.57,NA,1.438
clc,2017-07-18,23.88,731,14.19,384.8,8.94,14.05,6.008,6.01,0.879,5.57,NA,1.438
clc,2017-07-18,23.879,731,14.2,384.8,8.94,34.97,0.814,0.81,0.876,5.56,NA,1.438
clc,2017-07-18,23.18,731,11,392.3,8.68,0.85,-0.589,-0.59,0.444,3.17,NA,1.971
clc,2017-07-18,23.179,731.2,11,392.3,8.68,0.84,-0.581,-0.58,0.443,3.17,NA,1.971
clc,2017-07-18,23.179,730.9,11,392.3,8.68,0.83,-0.584,-0.58,0.443,3.17,NA,1.971
clc,2017-07-18,23.057,731,10.16,393.2,8.65,0.48,-0.688,-0.69,0.316,2.47,NA,2.459
clc,2017-07-18,23.058,731,10.16,393.2,8.65,0.46,-0.699,-0.7,0.324,2.51,NA,2.459
clc,2017-07-18,23.058,731,10.15,393.2,8.65,0.51,-0.709,-0.71,0.324,2.51,NA,2.46
clc,2017-07-18,23.025,731.2,10.07,393.1,8.65,0.39,-0.715,-0.71,0.246,2.08,NA,2.9
clc,2017-07-18,23.025,731.1,10.07,393.1,8.65,0.38,-0.707,-0.71,0.253,2.12,NA,2.9
clc,2017-07-18,23.024,731.1,10.06,393.1,8.64,0.39,-0.703,-0.7,0.248,2.09,NA,2.899
clc,2017-07-18,22.821,731.2,9.58,392.1,8.59,0.29,-0.774,-0.77,0.271,2.22,NA,3.312
clc,2017-07-18,22.819,731.1,9.57,392.1,8.59,0.29,-0.778,-0.78,0.262,2.16,NA,3.312
clc,2017-07-18,22.818,731,9.57,392.1,8.59,0.29,-0.781,-0.78,0.256,2.13,NA,3.312
clc,2017-07-18,22.874,731.1,9.66,392.6,8.6,0.27,-0.77,-0.77,0.231,2,NA,3.299
clc,2017-07-18,22.875,731.2,9.67,392.6,8.6,0.27,-0.772,-0.77,0.227,1.97,NA,3.299
clc,2017-07-18,22.876,731.2,9.67,392.6,8.6,0.27,-0.768,-0.77,0.227,1.97,NA,3.298
clc,2017-07-18,22.605,731.1,9.13,392,8.55,0.26,-0.771,-0.77,0.236,2.02,NA,3.925
clc,2017-07-18,22.605,731.1,9.13,392,8.55,0.23,-0.776,-0.78,0.245,2.08,NA,3.924
clc,2017-07-18,22.605,731,9.13,392,8.55,0.23,-0.784,-0.78,0.25,2.1,NA,3.924
clc,2017-07-18,22.503,730.9,8.96,392.2,8.53,0.18,-0.786,-0.79,0.233,2.01,NA,4.384
clc,2017-07-18,22.503,731,8.96,392.2,8.53,0.17,-0.786,-0.79,0.238,2.04,NA,4.384
